port_name,country,continent,area,silo_name,silo_id,silo_lon,silo_lat
Mishima-Kawanoe Ko,Japan,Asia,150397.34164718067,Mishima-Kawanoe Ko_Silo_1,silo_741,133.5440172921779,34.004690442842524
Swanport,U.S.A.,North-America,1826222.14470672,Swanport_Silo_1,silo_742,-146.38121767031444,61.085680728489514
Vancouver,Canada,North-America,602089.3047689231,Vancouver_Silo_4,silo_743,-122.86356750953448,49.28343497802247
Vancouver,Canada,North-America,109324.32388932677,Vancouver_Silo_5,silo_744,-123.07912082506915,49.28577229222306
Vancouver,Canada,North-America,109739.53317781055,Vancouver_Silo_6,silo_745,-123.06813018726099,49.28659442262339
Cherry Point,Canada,North-America,99839.20385237857,Cherry Point_Silo_1,silo_746,-122.71738614166178,48.84125315207229
Everett,U.S.A.,North-America,96117.84732704583,Everett_Silo_1,silo_747,-122.22066897837708,47.979376299575044
Tacoma,U.S.A.,North-America,340174.8576231934,Tacoma_Silo_1,silo_748,-122.39635414229203,47.270646060030366
Vancouver,U.S.A.,North-America,154753.7462013278,Vancouver_Silo_7,silo_749,-122.69329070991594,45.63087678976119
Portland,U.S.A.,North-America,155099.77827651624,Portland_Silo_2,silo_750,-122.67694566994241,45.5368095730031
Stockton,U.S.A.,North-America,494401.57506876264,Stockton_Silo_1,silo_751,-121.31970740483331,37.95018383731658
Benicia,U.S.A.,North-America,80054.32028881655,Benicia_Silo_1,silo_752,-122.1338405148688,38.04272076346291
Pichilingue,Mexico,Latin-America,45853.1217085947,Pichilingue_Silo_1,silo_753,-110.33339594964977,24.26296909270806
Guaymas,Mexico,Latin-America,458442.0659440408,Guaymas_Silo_1,silo_754,-110.8704558232749,27.917971448147593
Topolorampo,Mexico,Latin-America,49976.83372473846,Topolorampo_Silo_1,silo_755,-109.05931138626912,25.583757090071742
Topolorampo,Mexico,Latin-America,577905.9271972462,Topolorampo_Silo_2,silo_756,-109.06386058795401,25.581806996459925
Acajutla,El Salvador,Latin-America,125753.90338670238,Acajutla_Silo_1,silo_757,-89.8303492927207,13.574080800537597
Acajutla,El Salvador,Latin-America,46231.533837759205,Acajutla_Silo_2,silo_758,-89.83131783064498,13.575650646544412
Acajutla,El Salvador,Latin-America,107318.81649032296,Acajutla_Silo_3,silo_759,-89.83056274263868,13.571653645097912
Puerto Bayovar,Peru,Latin-America,90076.67857971476,Puerto Bayovar_Silo_1,silo_760,-81.0525485671567,-5.801061383902618
Punta Lobitos (Bahia De Huarmey),Peru,Latin-America,58435.1871536009,Punta Lobitos (Bahia De Huarmey)_Silo_1,silo_761,-78.17875271188429,-10.100657078471471
Conchan Oil Terminal,Peru,Latin-America,78165.52162597195,Conchan Oil Terminal_Silo_1,silo_762,-76.9344574349519,-12.246198493760682
Bahia De Matarani,Peru,Latin-America,326204.74458557926,Bahia De Matarani_Silo_1,silo_763,-72.10941748208343,-17.00893871185993
Bahia De Matarani,Peru,Latin-America,72318.21974934921,Bahia De Matarani_Silo_2,silo_764,-72.10728571033059,-17.00062558428418
Tocopilla,Chile,Latin-America,65298.78625524038,Tocopilla_Silo_1,silo_765,-70.20846574166843,-22.09442853059831
Puerto Caldera,Chile,Latin-America,91379.10581480185,Puerto Caldera_Silo_1,silo_766,-70.8412674513463,-27.054420674644327
Puerto San Antonio,Chile,Latin-America,48830.91544374959,Puerto San Antonio_Silo_2,silo_767,-71.61934406513326,-33.581496726404545
Coronei,Chile,Latin-America,20321.52494602829,Coronei_Silo_1,silo_768,-73.1513561879973,-37.02513943689425
Puerto Montt,Chile,Latin-America,212682.8337744383,Puerto Montt_Silo_1,silo_769,-72.95713992795149,-41.48298534269451
Puerto Ingeniero White,Argentina,Latin-America,319233.9216350477,Puerto Ingeniero White_Silo_2,silo_770,-62.29479065337795,-38.78240107549629
Puerto Ingeniero White,Argentina,Latin-America,190207.0705838779,Puerto Ingeniero White_Silo_3,silo_771,-62.300826468369316,-38.78189985308248
Campana,Argentina,Latin-America,187831.1147741474,Campana_Silo_1,silo_772,-58.94065286675801,-34.15340107719944
Campana,Argentina,Latin-America,58116.983020460844,Campana_Silo_2,silo_773,-58.982787958825874,-34.14294722819704
Zarate,Argentina,Latin-America,50730.29228478995,Zarate_Silo_1,silo_774,-59.185169539441354,-33.961716350311086
Zarate,Argentina,Latin-America,32510.780468317236,Zarate_Silo_2,silo_775,-59.18874198465702,-33.97419697586566
Rosario,Argentina,Latin-America,764810.7709023177,Rosario_Silo_1,silo_776,-60.52261192890208,-33.12307955973671
Rosario,Argentina,Latin-America,360756.64420133195,Rosario_Silo_2,silo_777,-60.51255176149685,-33.12917476826196
Rosario,Argentina,Latin-America,22985.10165608568,Rosario_Silo_3,silo_778,-60.56998120626459,-33.06151393032435
Rosario,Argentina,Latin-America,619749.7133836212,Rosario_Silo_4,silo_779,-60.57587775542684,-33.05017679835029
Rosario,Argentina,Latin-America,541821.0859385788,Rosario_Silo_5,silo_780,-60.58673652370007,-33.037518534570275
Rosario,Argentina,Latin-America,284740.7295788195,Rosario_Silo_6,silo_781,-60.6186414792323,-32.98358542177159
Rosario,Argentina,Latin-America,42018.86202473277,Rosario_Silo_7,silo_782,-60.61956055695234,-32.964955945945476
Rio Grande,Brazil,Latin-America,912099.0214415052,Rio Grande_Silo_1,silo_783,-52.10745908131492,-32.11098483926385
Pelotas,Brazil,Latin-America,96565.4367872671,Pelotas_Silo_1,silo_784,-52.330358651125735,-31.78109786909548
Porto Alegre,Brazil,Latin-America,93271.54226668016,Porto Alegre_Silo_1,silo_785,-51.19886789587552,-29.9688504625937
Sao Francisco,Brazil,Latin-America,289732.17727889353,Sao Francisco_Silo_1,silo_786,-48.63369658304867,-26.23613890038563
Santos,Brazil,Latin-America,274723.3758001124,Santos_Silo_5,silo_787,-46.29279589744163,-23.980975547996668
Santos,Brazil,Latin-America,105342.97160748091,Santos_Silo_6,silo_788,-46.28380236487175,-23.979230507778666
Santos,Brazil,Latin-America,848377.6953473118,Santos_Silo_7,silo_789,-46.36849638691271,-23.8754769441277
Macae,Brazil,Latin-America,15767.430092176823,Macae_Silo_1,silo_790,-41.76915953149569,-22.38584989041959
Vitoria,Brazil,Latin-America,61628.32487061296,Vitoria_Silo_1,silo_791,-40.33185141018967,-20.325561141800105
Vitoria,Brazil,Latin-America,111652.96713261458,Vitoria_Silo_2,silo_792,-40.330754395080845,-20.32929330656138
Tubarao,Brazil,Latin-America,336633.1864700434,Tubarao_Silo_1,silo_793,-40.23977155819416,-20.288531874415163
Aratu,Brazil,Latin-America,149909.11473612775,Aratu_Silo_2,silo_794,-38.49883317477379,-12.775120322638106
Porto De Maceio,Brazil,Latin-America,256621.50283591464,Porto De Maceio_Silo_1,silo_795,-35.72359049931293,-9.680908503499518
Cabedelo,Brazil,Latin-America,18478.728837652576,Cabedelo_Silo_1,silo_796,-34.83755018011525,-6.97498659773769
Porto De Mucuripe,Brazil,Latin-America,133720.550598836,Porto De Mucuripe_Silo_1,silo_797,-38.475087375931274,-3.713670420040216
Itaqui,Brazil,Latin-America,274595.9655039764,Itaqui_Silo_1,silo_798,-44.359423149990704,-2.6804771737613646
Itaqui,Brazil,Latin-America,476955.1134489805,Itaqui_Silo_2,silo_799,-44.36680315041663,-2.573558814420961
Belem,Brazil,Latin-America,166911.62024793396,Belem_Silo_1,silo_800,-48.75094198855585,-1.540241787365492
Belem,Brazil,Latin-America,15036.163570174973,Belem_Silo_2,silo_801,-48.49400714315758,-1.436845440375245
Puerto Cabello,Venezuela,Latin-America,186619.99520897432,Puerto Cabello_Silo_2,silo_802,-67.99188408350088,10.4829385385292
Santa Maria,Colombia,Latin-America,76215.98192192905,Santa Maria_Silo_1,silo_803,-74.2143906668787,11.252659567467331
Bahia De Las Minas,Panama,Latin-America,13885.264053002433,Bahia De Las Minas_Silo_1,silo_804,-79.81588979602779,9.387685903305247
Puerto Cristobal,Panama,Latin-America,85717.97122054096,Puerto Cristobal_Silo_1,silo_805,-79.90457817906133,9.346966298135465
Big Creek,Belize,Latin-America,35154.949958449004,Big Creek_Silo_1,silo_806,-88.40574811455062,16.51683916564162
Progreso,Mexico,Latin-America,31290.094819212227,Progreso_Silo_1,silo_807,-89.68092317402552,21.34623024562148
Coatzacoalcos,Mexico,Latin-America,468434.70890846616,Coatzacoalcos_Silo_1,silo_808,-94.41680765207087,18.133632936824924
Veracruz,Mexico,Latin-America,34912.85486757756,Veracruz_Silo_2,silo_809,-96.13702198934728,19.21392596500151
Altamira,Mexico,Latin-America,252521.38662647308,Altamira_Silo_1,silo_810,-97.89132986988434,22.480353331200266
Corpus Christi,U.S.A.,North-America,110444.79184147778,Corpus Christi_Silo_1,silo_811,-97.46995690562211,27.81543542926545
Corpus Christi,U.S.A.,North-America,237742.27455612435,Corpus Christi_Silo_2,silo_812,-97.4205793888726,27.819245653138495
Corpus Christi,U.S.A.,North-America,45558.77651049537,Corpus Christi_Silo_3,silo_813,-97.41459906787969,27.81596999727289
Freeport,U.S.A.,North-America,125071.3212865386,Freeport_Silo_1,silo_814,-95.33631681443839,28.940818061993504
Founchon,U.S.A.,North-America,46013.938367693074,Founchon_Silo_1,silo_815,-90.20118516582316,29.12047418711983
New Orleans,U.S.A.,North-America,209616.73245435278,New Orleans_Silo_1,silo_816,-90.14520423692922,29.9377992250607
New Orleans,U.S.A.,North-America,121199.86532346223,New Orleans_Silo_2,silo_817,-90.14422058945843,29.91862763788957
New Orleans,U.S.A.,North-America,178882.4581976914,New Orleans_Silo_3,silo_818,-90.30955152010722,29.93873012386822
New Orleans,U.S.A.,North-America,367573.7158653479,New Orleans_Silo_4,silo_819,-90.34794737535394,29.942062647124352
New Orleans,U.S.A.,North-America,256342.54545881337,New Orleans_Silo_5,silo_820,-90.35530851712606,29.944193108913097
South Louisiana,U.S.A.,North-America,395472.12518827553,South Louisiana_Silo_1,silo_821,-90.87608164169593,30.067739777905135
New Orleans,U.S.A.,North-America,326102.05778788717,New Orleans_Silo_6,silo_822,-89.97716602126988,29.93620661096715
Gulfport,U.S.A.,North-America,53196.117175792046,Gulfport_Silo_1,silo_823,-89.09026168560348,30.34926616505435
Panama City,U.S.A.,North-America,60758.90938705121,Panama City_Silo_1,silo_824,-85.72704215172159,30.177438831625746
Port Manatee,U.S.A.,North-America,392146.67902439815,Port Manatee_Silo_1,silo_825,-82.5587635385314,27.63699483466753
Tampa,U.S.A.,North-America,181569.24601419354,Tampa_Silo_4,silo_826,-82.39556171504437,27.86035314511412
Savannah,U.S.A.,North-America,149585.070727256,Savannah_Silo_4,silo_827,-81.06322920726114,32.07828741642125
Portmouth,U.S.A.,North-America,203917.0403057557,Portmouth_Silo_1,silo_828,-70.78441189246435,43.09649596648532
"Portland, ME",U.S.A.,North-America,96514.71192592222,"Portland, ME_Silo_1",silo_829,-70.28578849483685,43.640463347496414
Argentia,Canada,North-America,345427.45408286876,Argentia_Silo_1,silo_830,-53.81945966426337,47.423572730776606
Sept Iles,Canada,North-America,549463.6037688073,Sept Iles_Silo_1,silo_831,-66.4622930786904,50.158620462324194
Port Cartier,Canada,North-America,140452.1269672438,Port Cartier_Silo_1,silo_832,-66.78662295569227,50.03058027581813
Baie Comeau,Canada,North-America,132141.7811807826,Baie Comeau_Silo_1,silo_833,-68.13417058682307,49.2532465536285
Baie Comeau,Canada,North-America,187502.08589027482,Baie Comeau_Silo_2,silo_834,-68.13527760469977,49.255011374973336
Baie Comeau,Canada,North-America,117533.87285543514,Baie Comeau_Silo_3,silo_835,-68.13629351498817,49.24793221152346
La Baie (Port Alfred),Canada,North-America,400129.0424108463,La Baie (Port Alfred)_Silo_1,silo_836,-70.87560534074261,48.334898871722295
Quebec,Canada,North-America,436549.02493922994,Quebec_Silo_2,silo_837,-71.20100830344617,46.82201871770562
Trois Rivieres,Canada,North-America,303636.4167881742,Trois Rivieres_Silo_1,silo_838,-72.54831297759421,46.330357046265604
Toronto,Canada,North-America,83363.64279906855,Toronto_Silo_1,silo_839,-79.37012998304235,43.64253214966296
Clarkson,Canada,North-America,1369854.707428188,Clarkson_Silo_1,silo_840,-79.62441426655091,43.49388940737402
Hamilton,Canada,North-America,106900.36608555896,Hamilton_Silo_1,silo_841,-79.85128560616857,43.27418447879815
Hamilton,Canada,North-America,121670.71366816823,Hamilton_Silo_2,silo_842,-79.8439053607017,43.27270600836743
Hamilton,Canada,North-America,76147.82678187462,Hamilton_Silo_3,silo_843,-79.78783254829077,43.275658125221575
Hamilton,Canada,North-America,122117.24055677904,Hamilton_Silo_4,silo_844,-79.78373183335965,43.271542807207034
Sarnia,Canada,North-America,293264.96406705916,Sarnia_Silo_1,silo_845,-82.41112927203817,42.98415767297596
Thunder Bay,Canada,North-America,92064.25640271885,Thunder Bay_Silo_1,silo_846,-89.18809321686717,48.44725212389129
Thunder Bay,Canada,North-America,62485.62950260835,Thunder Bay_Silo_2,silo_847,-89.18421166164448,48.44901703028884
Thunder Bay,Canada,North-America,717624.5478104526,Thunder Bay_Silo_3,silo_848,-89.22412942295493,48.41360896540534
Thunder Bay,Canada,North-America,195700.7887051706,Thunder Bay_Silo_4,silo_849,-89.231215823073,48.35529037136289
Presque Isle,U.S.A.,North-America,97063.73896939594,Presque Isle_Silo_1,silo_850,-87.3920644964159,46.53134113563099
Manitowoc,U.S.A.,North-America,46704.361391205195,Manitowoc_Silo_1,silo_851,-87.66948122840127,44.099630346662714
Calumet Harbor,U.S.A.,North-America,150420.2116611321,Calumet Harbor_Silo_1,silo_852,-87.55438151947602,41.68333122189882
Calumet Harbor,U.S.A.,North-America,32335.10289251849,Calumet Harbor_Silo_2,silo_853,-87.57066284383708,41.66001607164405
Calumet Harbor,U.S.A.,North-America,109540.71978895992,Calumet Harbor_Silo_3,silo_854,-87.59119699111722,41.666848731231795
Calumet Harbor,U.S.A.,North-America,64074.0568350011,Calumet Harbor_Silo_4,silo_855,-87.59010897946277,41.66859257280804
El Jorf Lasfar,Morocco,Africa,647862.8267542515,El Jorf Lasfar_Silo_2,silo_856,-8.626389555382426,33.12344081984734
Safi,Morocco,Africa,394399.9257204455,Safi_Silo_1,silo_857,-9.246734639012441,32.3102684294948
Banjul,Gambia,Africa,7489.064631270124,Banjul_Silo_1,silo_858,-16.57281659839156,13.44563861841275
San Pedro,Cote d'Ivoire,Africa,71520.89799841799,San Pedro_Silo_1,silo_859,-6.614618768358995,4.745495769159282
San Pedro,Cote d'Ivoire,Africa,56683.2243551107,San Pedro_Silo_2,silo_860,-6.616653140222348,4.746567119808212
Sapele,Nigeria,Africa,33255.14562150277,Sapele_Silo_1,silo_861,5.649138109566543,5.922064431845953
Port Harcourt,Nigeria,Africa,22480.777892450627,Port Harcourt_Silo_1,silo_862,7.005973214460467,4.761542749016904
Matadi,Democratic Republic of the Congo,Africa,13652.652343966092,Matadi_Silo_1,silo_863,13.44530549760393,-5.826942136351389
Matadi,Democratic Republic of the Congo,Africa,89303.9864343102,Matadi_Silo_2,silo_864,13.447817645134833,-5.825585518769454
Luanda,Angola,Africa,46877.92786448318,Luanda_Silo_1,silo_865,13.251122045948174,-8.801661686872393
Durban,South Africa,Africa,41385.87192749417,Durban_Silo_3,silo_866,31.04235409352474,-29.885598320410388
Bur Safago,Egypt,Africa,334166.6541977419,Bur Safago_Silo_3,silo_867,33.937444628951695,26.697566753023725
Damietta,Egypt,Africa,101538.51295274172,Damietta_Silo_1,silo_868,31.76517915068884,31.46862859531038
Al Iskandariyh (Alexandria),Egypt,Africa,141456.22256106284,Al Iskandariyh (Alexandria)_Silo_1,silo_869,29.856939051044055,31.165822630812432
Al Iskandariyh (Alexandria),Egypt,Africa,536136.3653024097,Al Iskandariyh (Alexandria)_Silo_2,silo_870,29.798345342346625,31.137155451671198
Gabes,Tunisia,Africa,699863.3461484446,Gabes_Silo_1,silo_871,10.09729988594204,33.92002082793363
Gabes,Tunisia,Africa,50670.43964920472,Gabes_Silo_2,silo_872,10.096550049681795,33.92536935257763
Mersa Sfax,Tunisia,Africa,214718.83276317405,Mersa Sfax_Silo_1,silo_873,10.775642760485516,34.72972915638822
Banzart,Tunisia,Africa,98587.02557050859,Banzart_Silo_1,silo_874,9.86377959697963,37.26478853689227
Annaba,Algeria,Africa,64143.59959301087,Annaba_Silo_2,silo_875,7.7706307978737845,36.902877158642646
Arzew El Djedid,Algeria,Africa,246823.25014792453,Arzew El Djedid_Silo_1,silo_876,-0.17435475226730812,35.80191173907548
Arzew El Djedid,Algeria,Africa,3929.856245088693,Arzew El Djedid_Silo_2,silo_877,-0.2972823147866132,35.86031100847844
Oran,Algeria,Africa,49585.2497547162,Oran_Silo_1,silo_878,-0.6426972861702711,35.709326515079475
Geraldton,Australia,Australia,917675.455032744,Geraldton_Silo_1,silo_879,114.59436872141443,-28.777225935460958
Fremantle,Australia,Australia,388467.0092325378,Fremantle_Silo_1,silo_880,115.75133873178504,-32.2589878315643
Bunbury,Australia,Australia,134583.93498860378,Bunbury_Silo_1,silo_881,115.65900164750867,-33.324055516921085
Esperance,Australia,Australia,564465.6461330286,Esperance_Silo_1,silo_882,121.89948371624396,-33.87353932076266
Klein Point,Australia,Australia,30620.960692094603,Klein Point_Silo_1,silo_883,137.77378385019415,-34.96102156316156
Portland,Australia,Australia,222218.4700199435,Portland_Silo_3,silo_884,141.6180600364622,-38.35336429874378
Portland,Australia,Australia,292727.89207601827,Portland_Silo_4,silo_885,141.6223106587312,-38.35572916554397
Sydney,Australia,Australia,46292.57724082273,Sydney_Silo_1,silo_886,151.18178606596248,-33.86664027745319
Newcastle,Australia,Australia,196246.43913641587,Newcastle_Silo_5,silo_887,151.774504919971,-32.8922989363085
Brisbane,Australia,Australia,195067.18881657228,Brisbane_Silo_3,silo_888,153.1202385701225,-27.427107109777893
Mackay,Australia,Australia,286439.7062265717,Mackay_Silo_1,silo_889,149.22116052426628,-21.105428028913277
Mackay,Australia,Australia,150365.10928947668,Mackay_Silo_2,silo_890,149.22336844309487,-21.101319167619824
Devonport,Australia,Australia,82352.5471881819,Devonport_Silo_1,silo_891,146.3626593024163,-41.185132354236124
Wellington,New Zealand,Oceania,27339.85312198022,Wellington_Silo_1,silo_892,174.7859553411212,-41.26654035814936
Tauranga,New Zealand,Oceania,74488.02345239022,Tauranga_Silo_1,silo_893,176.1863425211914,-37.65091969413114
Porto Da Praia,Cape Verde,Africa,10844.84080160998,Porto Da Praia_Silo_1,silo_894,-23.49777625947998,14.911943763874502
Porto Grande,Cape Verde,Africa,33709.14470027157,Porto Grande_Silo_1,silo_895,-24.995024239274137,16.89066036342053
Funchal,Portugal,Western-Europe,99512.36244155513,Funchal_Silo_1,silo_896,-16.73186419039951,32.73866212926737
Arrecife,Spain,Western-Europe,28138.307230179664,Arrecife_Silo_1,silo_897,-13.528908380910098,28.972534792212922
Puerto Del Rosario,Spain,Western-Europe,13635.677702244833,Puerto Del Rosario_Silo_1,silo_898,-13.85418864736125,28.494000596103838
Freeport,Bahamas,Caribbean,737314.3695494082,Freeport_Silo_2,silo_899,-78.77123089417992,26.536115182205837
Clifton Pier,Bahamas,Caribbean,14218.720395200138,Clifton Pier_Silo_1,silo_900,-77.5446500286543,25.00515327354324
Matanzas,Cuba,Caribbean,52363.16881721252,Matanzas_Silo_1,silo_901,-81.54518647563725,23.062258626015158
Rio Bueno,Jamaica,Caribbean,125966.37859211382,Rio Bueno_Silo_1,silo_902,-77.45639542258722,18.46670447415968
Port Esquivel,Jamaica,Caribbean,74164.60578321798,Port Esquivel_Silo_1,silo_903,-77.13201896569458,17.89159920010981
Puerto De Haina,Dominican Republic,Caribbean,208195.2952378744,Puerto De Haina_Silo_1,silo_904,-70.0222074183576,18.41669753726185
Puerto De Haina,Dominican Republic,Caribbean,41397.369284606684,Puerto De Haina_Silo_2,silo_905,-70.01625130588812,18.4186081627322
Puerto Plata,Dominican Republic,Caribbean,23855.782390057397,Puerto Plata_Silo_1,silo_906,-70.69487465695458,19.801346169749582
San Juan,Puerto Rico,Caribbean,110741.52697025721,San Juan_Silo_1,silo_907,-66.11160286479556,18.43385299507232
Fort De France,Martinique,Caribbean,34203.08315424863,Fort De France_Silo_1,silo_908,-61.05628774535667,14.59533223809829
Fort De France,Martinique,Caribbean,27922.093674424184,Fort De France_Silo_2,silo_909,-61.058194728156636,14.59479448610761
Fort De France,Martinique,Caribbean,13320.586391097084,Fort De France_Silo_3,silo_910,-61.05976872489023,14.5977368270654
Pointe A Pierre,Trinidad and Tobago,Caribbean,13170.463145687432,Pointe A Pierre_Silo_1,silo_911,-61.461551402543584,10.349675512317834
Puerto San Martin,Argentina,Latin-America,639689.2865173018,Puerto San Martin_Silo_1,silo_912,-60.72781080506668,-32.7104315070964
Puerto San Martin,Argentina,Latin-America,687125.2375464442,Puerto San Martin_Silo_2,silo_913,-60.7271225292638,-32.69470848303161
Puerto San Martin,Argentina,Latin-America,825134.3129292298,Puerto San Martin_Silo_3,silo_914,-60.732214629297644,-32.66822640812165
Puerto San Martin,Argentina,Latin-America,125774.22738375647,Puerto San Martin_Silo_4,silo_915,-60.733996742098654,-32.6603662749666
Puerto San Martin,Argentina,Latin-America,2866915.7957691588,Puerto San Martin_Silo_5,silo_916,-60.74289514557021,-32.65989112906635
San Nicolas,Argentina,Latin-America,756032.9884321892,San Nicolas_Silo_1,silo_917,-60.17932504729514,-33.352853474384204
Mina Qabus,Oman,Middle-East,31866.768338147314,Mina Qabus_Silo_1,silo_918,58.56481095663236,23.62989048179453
Umm Al Qaywayn,United Arab Emirates,Middle-East,11428.367157587745,Umm Al Qaywayn_Silo_1,silo_919,55.5815266807017,25.58902259708384
Al Jubayl,Saudi Arabia,Middle-East,768649.3502609327,Al Jubayl_Silo_1,silo_920,49.675013870906476,27.078759898243405
Ras Al-Khair,Saudi Arabia,Middle-East,5916717.2827296555,Ras Al-Khair_Silo_1,silo_921,49.19469330858509,27.554440336081143
Pipavav Bandar,India,Asia,236261.5994378274,Pipavav Bandar_Silo_2,silo_922,71.39573990112223,20.86731865650147
Trincomalee Harbor,Sri Lanka,Asia,86163.8265849749,Trincomalee Harbor_Silo_1,silo_923,81.20364985783885,8.553657696122656
Trincomalee Harbor,Sri Lanka,Asia,103290.4947273087,Trincomalee Harbor_Silo_2,silo_924,81.19716747231713,8.574795888332114
Lumut,Malaysia,Asia,55535.26518038641,Lumut_Silo_1,silo_925,100.6553061518744,4.265335834314545
Lumut,Malaysia,Asia,73079.44925045187,Lumut_Silo_2,silo_926,100.65261369786343,4.273355048262008
Nghe Tinh,Vietnam,Asia,450352.48365775915,Nghe Tinh_Silo_2,silo_927,105.71237506412159,18.848642931804843
Huizhou,China,Asia,951185.5677651387,Huizhou_Silo_2,silo_928,114.5851928675871,22.713271573078874
Shan T Ou,China,Asia,22173.79312632863,Shan T Ou_Silo_1,silo_929,116.48304688137758,23.47201685124128
Shan T Ou,China,Asia,137740.87241674904,Shan T Ou_Silo_2,silo_930,116.48940475735341,23.492860775863644
Xiamen,China,Asia,175024.46458817646,Xiamen_Silo_5,silo_931,118.05107572474004,24.408019718525146
Xiamen,China,Asia,167732.50022318153,Xiamen_Silo_6,silo_932,118.04091759137268,24.408786958969316
Fuzhou,China,Asia,181649.23121918188,Fuzhou_Silo_5,silo_933,119.62599464512463,25.759491918435703
Fuzhou,China,Asia,117274.50477985157,Fuzhou_Silo_6,silo_934,119.62119008272244,25.76291284829718
Fuzhou,China,Asia,105174.87381914737,Fuzhou_Silo_7,silo_935,119.60239901044146,26.1394075727289
Xiagong,China,Asia,178762.48864990182,Xiagong_Silo_1,silo_936,119.71420983128024,26.79475447394453
Haimen,China,Asia,323888.1515294529,Haimen_Silo_1,silo_937,121.33660809841604,28.694058729250926
Haimen,China,Asia,92076.94330754262,Haimen_Silo_2,silo_938,121.35140479283592,28.693988238271096
Penglai,China,Asia,38727.46409965366,Penglai_Silo_1,silo_939,120.84335795236281,37.82532933625631
Dandong,China,Asia,1251171.9258327167,Dandong_Silo_1,silo_940,124.15821364673154,39.839583273527666
Gwangyang Hang,South Korea,Asia,154349.54637499983,Gwangyang Hang_Silo_2,silo_941,127.74187964801601,34.86032050108319
Gwangyang Hang,South Korea,Asia,891635.6014652589,Gwangyang Hang_Silo_3,silo_942,127.7500440617949,34.84735636367357
Tokachi,Japan,Asia,184270.3708160567,Tokachi_Silo_1,silo_943,143.31984493378962,42.29208926857987
Yawatahama,Japan,Asia,23079.547600936312,Yawatahama_Silo_1,silo_944,132.41402580537107,33.45175387043469
Aomori Ko,Japan,Asia,28910.577869889978,Aomori Ko_Silo_1,silo_945,140.7482609356829,40.829767150677796
Hamada Ko,Japan,Asia,65384.84700355808,Hamada Ko_Silo_1,silo_946,132.05767826958257,34.878960832233375
Kudamatsu,Japan,Asia,156214.57846408436,Kudamatsu_Silo_1,silo_947,131.8857630464845,33.981835348140905
Hiroshima,Japan,Asia,6020.721621649911,Hiroshima_Silo_5,silo_948,132.49465559412178,34.3427423410125
Ako,Japan,Asia,207439.16881852155,Ako_Silo_1,silo_949,134.35209011840263,34.73876884318711
Higashi-Harima,Japan,Asia,15083.03758833456,Higashi-Harima_Silo_1,silo_950,134.7980000815942,34.73409049917206
Amagasaki,Japan,Asia,47093.9883231135,Amagasaki_Silo_7,silo_951,135.4283231150972,34.70804006049956
Osaka,Japan,Asia,61652.67935441402,Osaka_Silo_5,silo_952,135.4498555061014,34.647390043702394
Osaka,Japan,Asia,24875.086104382062,Osaka_Silo_6,silo_953,135.4538400536017,34.645718813261716
Hannan Ko,Japan,Asia,70796.45979532857,Hannan Ko_Silo_3,silo_954,135.3227824621476,34.43315819213017
Hannan Ko,Japan,Asia,9346.582613233306,Hannan Ko_Silo_4,silo_955,135.32489385810604,34.430833593018704
Iligan,Philippines,Asia,75635.83154533815,Iligan_Silo_4,silo_956,124.2646568496627,8.281042213922174
Iligan,Philippines,Asia,89801.92476710284,Iligan_Silo_5,silo_957,124.26392384136113,8.288458243569908
Blanglancang,Indonesia,Asia,8560.043125830445,Blanglancang_Silo_1,silo_958,97.03893763918474,5.2420269336498375
Dumai,Indonesia,Asia,97595.06502519437,Dumai_Silo_2,silo_959,101.35430271919752,1.7850019047589056
Teluk Bayur,Indonesia,Asia,172229.71448543132,Teluk Bayur_Silo_1,silo_960,100.37709751856389,-0.995332345535718
Merak Mas Terminal,Indonesia,Asia,121744.04945281474,Merak Mas Terminal_Silo_1,silo_961,106.06398276635126,-5.883224098654891
Merak Mas Terminal,Indonesia,Asia,129704.22172853636,Merak Mas Terminal_Silo_2,silo_962,106.0824610689211,-5.892432822124501
Pelabuhan Tanjung Wangi,Indonesia,Asia,41293.79973730529,Pelabuhan Tanjung Wangi_Silo_1,silo_963,114.3999717235796,-8.131844669520522
Pelabuhan Tanjung Wangi,Indonesia,Asia,15940.31664873893,Pelabuhan Tanjung Wangi_Silo_2,silo_964,114.40181778472648,-8.115631233866337
Lae,Papua New Guinea,Asia,25687.091565315415,Lae_Silo_1,silo_965,146.9882855002799,-6.741826471666045
Pontianak,Indonesia,Asia,16077.952599975031,Pontianak_Silo_1,silo_966,109.28820487313862,0.00928001170867825
Pontianak,Indonesia,Asia,20687.612890991066,Pontianak_Silo_2,silo_967,109.2376502288096,0.03205673042259107
Pontianak,Indonesia,Asia,22515.250202385847,Pontianak_Silo_3,silo_968,109.24337143680225,0.029677402595407566
Majuro Atoll,Marshall Islands,Oceania,16779.23306436034,Majuro Atoll_Silo_1,silo_969,171.36603513321796,7.085158034453291
Bandirma,Turkey,Mediterranean,237882.48428674164,Bandirma_Silo_1,silo_970,27.95752398629881,40.35195267503212
Yalova,Turkey,Mediterranean,62346.99371189439,Yalova_Silo_1,silo_971,29.408602672810098,40.69446905492421
Derince Burnu,Turkey,Mediterranean,177430.9523510331,Derince Burnu_Silo_3,silo_972,29.75435235856731,40.75870443058445
